hex,name,category,class,utf8_bytes,A,B,C,D,E,F,G,H,I,J,K,L,M,auto_score,semantic_tier,effective_tier,tier_name,notes
U+E0178,VARIATION SELECTOR-137,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E0179,VARIATION SELECTOR-138,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E017A,VARIATION SELECTOR-139,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E017B,VARIATION SELECTOR-140,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E017C,VARIATION SELECTOR-141,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E017D,VARIATION SELECTOR-142,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E017E,VARIATION SELECTOR-143,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E017F,VARIATION SELECTOR-144,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E0180,VARIATION SELECTOR-145,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E0181,VARIATION SELECTOR-146,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E0182,VARIATION SELECTOR-147,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E0183,VARIATION SELECTOR-148,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E0184,VARIATION SELECTOR-149,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E0185,VARIATION SELECTOR-150,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E0186,VARIATION SELECTOR-151,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E0187,VARIATION SELECTOR-152,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E0188,VARIATION SELECTOR-153,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E0189,VARIATION SELECTOR-154,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E018A,VARIATION SELECTOR-155,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E018B,VARIATION SELECTOR-156,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E018C,VARIATION SELECTOR-157,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E018D,VARIATION SELECTOR-158,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E018E,VARIATION SELECTOR-159,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E018F,VARIATION SELECTOR-160,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E0190,VARIATION SELECTOR-161,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E0191,VARIATION SELECTOR-162,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E0192,VARIATION SELECTOR-163,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E0193,VARIATION SELECTOR-164,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E0194,VARIATION SELECTOR-165,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E0195,VARIATION SELECTOR-166,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E0196,VARIATION SELECTOR-167,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E0197,VARIATION SELECTOR-168,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E0198,VARIATION SELECTOR-169,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E0199,VARIATION SELECTOR-170,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E019A,VARIATION SELECTOR-171,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E019B,VARIATION SELECTOR-172,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E019C,VARIATION SELECTOR-173,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E019D,VARIATION SELECTOR-174,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E019E,VARIATION SELECTOR-175,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E019F,VARIATION SELECTOR-176,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01A0,VARIATION SELECTOR-177,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01A1,VARIATION SELECTOR-178,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01A2,VARIATION SELECTOR-179,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01A3,VARIATION SELECTOR-180,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01A4,VARIATION SELECTOR-181,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01A5,VARIATION SELECTOR-182,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01A6,VARIATION SELECTOR-183,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01A7,VARIATION SELECTOR-184,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01A8,VARIATION SELECTOR-185,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01A9,VARIATION SELECTOR-186,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01AA,VARIATION SELECTOR-187,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01AB,VARIATION SELECTOR-188,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01AC,VARIATION SELECTOR-189,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01AD,VARIATION SELECTOR-190,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01AE,VARIATION SELECTOR-191,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01AF,VARIATION SELECTOR-192,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01B0,VARIATION SELECTOR-193,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01B1,VARIATION SELECTOR-194,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01B2,VARIATION SELECTOR-195,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01B3,VARIATION SELECTOR-196,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01B4,VARIATION SELECTOR-197,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01B5,VARIATION SELECTOR-198,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01B6,VARIATION SELECTOR-199,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01B7,VARIATION SELECTOR-200,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01B8,VARIATION SELECTOR-201,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01B9,VARIATION SELECTOR-202,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01BA,VARIATION SELECTOR-203,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01BB,VARIATION SELECTOR-204,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01BC,VARIATION SELECTOR-205,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01BD,VARIATION SELECTOR-206,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01BE,VARIATION SELECTOR-207,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01BF,VARIATION SELECTOR-208,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01C0,VARIATION SELECTOR-209,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01C1,VARIATION SELECTOR-210,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01C2,VARIATION SELECTOR-211,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01C3,VARIATION SELECTOR-212,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01C4,VARIATION SELECTOR-213,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01C5,VARIATION SELECTOR-214,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01C6,VARIATION SELECTOR-215,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01C7,VARIATION SELECTOR-216,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01C8,VARIATION SELECTOR-217,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01C9,VARIATION SELECTOR-218,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01CA,VARIATION SELECTOR-219,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01CB,VARIATION SELECTOR-220,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01CC,VARIATION SELECTOR-221,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01CD,VARIATION SELECTOR-222,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01CE,VARIATION SELECTOR-223,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01CF,VARIATION SELECTOR-224,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01D0,VARIATION SELECTOR-225,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01D1,VARIATION SELECTOR-226,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01D2,VARIATION SELECTOR-227,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01D3,VARIATION SELECTOR-228,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01D4,VARIATION SELECTOR-229,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01D5,VARIATION SELECTOR-230,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01D6,VARIATION SELECTOR-231,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01D7,VARIATION SELECTOR-232,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01D8,VARIATION SELECTOR-233,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01D9,VARIATION SELECTOR-234,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01DA,VARIATION SELECTOR-235,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01DB,VARIATION SELECTOR-236,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01DC,VARIATION SELECTOR-237,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01DD,VARIATION SELECTOR-238,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01DE,VARIATION SELECTOR-239,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01DF,VARIATION SELECTOR-240,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01E0,VARIATION SELECTOR-241,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01E1,VARIATION SELECTOR-242,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01E2,VARIATION SELECTOR-243,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01E3,VARIATION SELECTOR-244,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01E4,VARIATION SELECTOR-245,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01E5,VARIATION SELECTOR-246,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01E6,VARIATION SELECTOR-247,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01E7,VARIATION SELECTOR-248,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01E8,VARIATION SELECTOR-249,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01E9,VARIATION SELECTOR-250,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01EA,VARIATION SELECTOR-251,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01EB,VARIATION SELECTOR-252,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01EC,VARIATION SELECTOR-253,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01ED,VARIATION SELECTOR-254,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01EE,VARIATION SELECTOR-255,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
U+E01EF,VARIATION SELECTOR-256,Mn,var_sel_sup,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,13,3,3,EXPERIMENTAL,
